rang	prefixe	kanji	suffixe	onyomi	onyomi_example	onyomi_traduction	kunyomi	kunyomi_traduction	traduction_generale	tags	type	jlpn	kanji_jlpn	body
1		一		イチ			ひと(つ)		one; best; first; foremost; start	Count 	num	5	5
100		少		ショ	少年 		すこ(し), すく(ない)	un peu, peu			adv, adj	5	5
